	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP
1007	take a turn of one thirty five degrees towards your left	11	[3, 2]	[{a, of, towards}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {left}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1008	and then walk straight	4	[3]	[{and, then, straight}]	['walk']	[1]	['VERB']	[]	[]	[]	[]	[]
1009	walk till you reach the purple spot	7	[3, 2]	[{spot, you, till}, {the, purple}]	['walk', 'reach']	[1, 1]	['VERB']	[1]	[{reach}]	['walk']	[1]	['VERB']
1010	take a turn of one thirty five degrees towards your right	11	[3, 2]	[{towards, of, a}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1011	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, then, and, reach}, {till, spot, you}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1012	take a turn of forty five degrees towards your right	10	[3]	[{of, a, towards}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {right}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1013	and then walk straight	4	[3]	[{then, and, straight}]	['walk']	[1]	['VERB']	[]	[]	[]	[]	[]
1014	walk till you reach the purple spot	7	[3, 2]	[{till, spot, you}, {purple, the}]	['walk', 'reach']	[1, 1]	['VERB']	[1]	[{reach}]	['walk']	[1]	['VERB']
1015	that is the destination for you	6	[2, 2]	[{destination, that}, {the, for}]	['is', 'is']	[1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1016	take a turn of forty five degrees towards your left	10	[3]	[{of, towards, a}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {left}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1017	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{and, then, straight, reach}, {spot, till, you}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1018	the purple spot is the destination for you	8	[2, 2, 2]	[{purple, the}, {spot, destination}, {the, for}]	['is', 'is', 'is']	[1, 1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1019	walk straight after you complete few steps	7	[4]	[{steps, you, straight, after}]	['walk']	[1]	['VERB']	[1, 1]	[{complete}, {few}]	['walk', 'complete']	[1, 1]	['VERB']
1020	and then take a turn of ninety degree angles towards your left	12	[3, 3]	[{then, turn, and}, {towards, of, a}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{angles}, {ninety}, {degree}, {left}, {your}]	['turn', 'angles', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1021	walk straight again till you pass aki	7	[2, 3]	[{again, pass}, {till, aki, you}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1022	after you have passed aki take few more steps	9	[4, 2, 2]	[{have, aki, you, after}, {passed, steps}, {more, few}]	['take', 'take', 'take']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1023	and then take left turn of around ninety degrees	9	[3, 2]	[{then, and, turn}, {left, of}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1]	[{degrees}, {around}, {ninety}]	['turn', 'degrees', 'of']	[1, 1, 1]	['ADP']
1024	and then walk straight the walk till you reach the purple spot	12	[4, 2, 3, 2]	[{and, then, reach, walk}, {the, straight}, {you, spot, till}, {purple, the}]	['walk', 'walk', 'walk', 'reach']	[1, 1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1025	the purple spot is the destination for you	8	[2, 2, 2]	[{the, purple}, {destination, spot}, {the, for}]	['is', 'is', 'is']	[1, 1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1026	take a turn of ninety degrees towards your right	9	[3]	[{towards, of, a}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {ninety}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1027	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, then, and, reach}, {till, spot, you}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1028	which is the destination for you	6	[2, 2]	[{destination, which}, {the, for}]	['is', 'is']	[1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1029	take a turn of forty five degree angles towards your right	11	[3, 2]	[{a, of, towards}, {degree, five}]	['take', 'of']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{turn}, {angles}, {forty}, {right}, {your}]	['take', 'turn', 'angles', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1030	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{and, then, straight, reach}, {spot, till, you}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1031	take a turn of one thirty five angles towards your right	11	[3, 2]	[{of, towards, a}, {one, thirty}]	['take', 'angles']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {angles}, {five}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1032	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{and, reach, straight, then}, {you, till, spot}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1033	take an angle of forty five degrees towards your left	10	[3]	[{of, an, towards}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{angle}, {degrees}, {forty}, {five}, {left}, {your}]	['take', 'angle', 'degrees', 'of', 'angle', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1034	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{and, straight, reach, then}, {you, spot, till}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1035	take a turn of one thirty five degrees towards your left	11	[3, 2]	[{a, towards, of}, {one, thirty}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {left}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1036	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{then, reach, straight, and}, {spot, you, till}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1037	take a turn of one thirty five degrees towards your right	11	[3, 2]	[{a, of, towards}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1038	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, reach, and, then}, {till, you, spot}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1039	take a turn of ninety degrees towards your right	9	[3]	[{a, of, towards}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {ninety}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1040	and then walk straight after walking few steps	8	[3, 2]	[{after, then, and}, {straight, walking}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1]	[{steps}, {few}]	['after', 'walking']	[1, 1]	['VERB']
1041	take a turn towards your left by an angle of ninety degree	12	[2, 2, 2]	[{by, turn}, {towards, a}, {an, of}]	['take', 'take', 'by']	[1, 1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{left}, {your}, {angle}, {degree}, {ninety}]	['turn', 'towards', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1042	and then walk straight again	5	[4]	[{then, again, and, straight}]	['walk']	[1]	['VERB']	[]	[]	[]	[]	[]
1043	after you have passed aki take few more steps	9	[4, 2, 2]	[{have, after, you, aki}, {steps, passed}, {few, more}]	['take', 'take', 'take']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1044	And take a left turn of around ninety degrees	9	[2, 3]	[{turn, And}, {of, a, left}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1]	[{degrees}, {around}, {ninety}]	['turn', 'degrees', 'of']	[1, 1, 1]	['ADP']
1045	walk straight till you reach the bubble spot	8	[2, 3, 2]	[{straight, reach}, {you, till, spot}, {bubble, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1046	the bubble spot is the destination for you	8	[2, 2, 2]	[{the, bubble}, {spot, destination}, {the, for}]	['is', 'is', 'is']	[1, 1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1047	walk straight till you reach the bubble spot	8	[2, 3, 2]	[{reach, straight}, {you, spot, till}, {bubble, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1048	take a turn of one thirty five degrees towards your left	11	[3, 2]	[{towards, of, a}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {left}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1049	and then walk straight till you reach the bubble spot which is the destination for you	16	[4, 3, 3, 2, 2]	[{straight, then, and, reach}, {till, spot, you}, {is, the, bubble}, {which, destination}, {the, for}]	['walk', 'walk', 'reach', 'spot', 'is']	[1, 1, 1, 1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1050	take a turn of forty five degrees towards your right	10	[3]	[{towards, a, of}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {right}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1051	and then walk straight till you reach the bubble spot	10	[4, 3, 2]	[{then, reach, straight, and}, {spot, you, till}, {bubble, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1052	walk straight after walking few steps	6	[2]	[{straight, walking}]	['walk']	[1]	['VERB']	[1, 1, 1]	[{after}, {steps}, {few}]	['walk', 'after', 'walking']	[1, 1, 1]	['VERB']
1053	take a right turn of ninety degree angles	8	[3]	[{of, right, a}]	['take']	[1]	['VERB']	[1, 1, 1, 1]	[{turn}, {angles}, {ninety}, {degree}]	['take', 'turn', 'angles', 'of']	[1, 1, 1, 1]	['ADP']
1054	and then walk straight again after you have passed aki	10	[4, 4]	[{and, passed, again, then}, {have, after, you, aki}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1055	take few more steps	4	[2]	[{few, more}]	['take']	[1]	['VERB']	[1]	[{steps}]	['take']	[1]	['VERB']
1056	and then take a right turn of ninety degree angles	10	[3, 3]	[{turn, and, then}, {a, of, right}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1]	[{angles}, {ninety}, {degree}]	['turn', 'angles', 'of']	[1, 1, 1]	['ADP']
1057	walk straight again till you reach the purple spot	9	[2, 3, 2]	[{again, reach}, {you, spot, till}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1058	which is the destination for you	6	[2, 2]	[{destination, which}, {the, for}]	['is', 'is']	[1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1059	take a turn of one thirty five degrees towards your right	11	[3, 2]	[{a, of, towards}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1060	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, reach, and, then}, {till, you, spot}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1061	which is the destination for you	6	[2, 2]	[{which, destination}, {the, for}]	['is', 'is']	[1, 1]	['VERB']	[1]	[{you}]	['destination']	[1]	['NOUN']
1062	walk straight after you have covered few steps	8	[5]	[{have, steps, straight, you, after}]	['walk']	[1]	['VERB']	[1, 1]	[{covered}, {few}]	['walk', 'covered']	[1, 1]	['VERB']
1063	take a right turn of by an angle of ninety degrees	11	[2, 3, 2]	[{by, turn}, {of, a, right}, {of, an}]	['take', 'take', 'by']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{angle}, {degrees}, {ninety}]	['take', 'angle', 'of']	[1, 1, 1]	['ADP']
1064	walk till you pass aki after you have passed aki	10	[4, 4]	[{till, aki, you, passed}, {you, aki, have, after}]	['walk', 'pass']	[1, 1]	['VERB']	[1]	[{pass}]	['walk']	[1]	['VERB']
1065	take few more steps	4	[2]	[{more, few}]	['take']	[1]	['VERB']	[1]	[{steps}]	['take']	[1]	['VERB']
1066	and then take a ninety degree turn towards your right	10	[4, 2]	[{degree, then, turn, and}, {ninety, a}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1]	[{towards}, {right}, {your}]	['take', 'turn', 'towards']	[1, 1, 1]	['ADP']
1067	walk straight again till you reach the purple spot	9	[2, 3, 2]	[{reach, again}, {till, spot, you}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1068	take a turn of ninety degrees towards your right	9	[3]	[{a, of, towards}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {ninety}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1069	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, reach, and, then}, {till, you, spot}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1070	take a turn of one thirty five degrees towards your right	11	[3, 2]	[{towards, of, a}, {thirty, one}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1071	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{straight, then, and, reach}, {till, spot, you}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1072	walk straight till you reach the purple spot	8	[2, 3, 2]	[{reach, straight}, {till, spot, you}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1073	take a turn of ninety degrees towards your right	9	[3]	[{a, towards, of}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {ninety}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1074	and then walk straight walk till you reach the purple spot	11	[4, 3, 2]	[{and, reach, then, walk}, {spot, you, till}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1075	take a turn of forty five degrees towards your left	10	[3]	[{of, towards, a}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {left}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1076	and then walk straight till you reach the purple spot	10	[4, 3, 2]	[{and, reach, straight, then}, {you, till, spot}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1077	take a turn of ninety degrees towards your right	9	[3]	[{of, a, towards}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {ninety}, {right}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1078	walk straight for few steps	5	[2]	[{for, straight}]	['walk']	[1]	['VERB']	[1, 1]	[{steps}, {few}]	['walk', 'for']	[1, 1]	['ADP']
1079	take a left turn by ninety degrees	7	[2]	[{by, left}]	['take']	[1]	['VERB']	[1, 1, 1, 1]	[{turn}, {a}, {degrees}, {ninety}]	['take', 'turn', 'turn', 'by']	[1, 1, 1, 1]	['ADP']
1080	walk straight again till you pass aki	7	[2, 3]	[{pass, again}, {aki, till, you}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1081	after you have passed aki take few more steps straight	10	[4, 3, 2]	[{have, aki, you, after}, {straight, passed, steps}, {more, few}]	['take', 'take', 'take']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1082	and then take a left turn by an angle of ninety degrees	12	[4, 2]	[{by, turn, and, then}, {an, of}]	['take', 'by']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{a}, {left}, {angle}, {degrees}, {ninety}]	['turn', 'take', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1083	and then walk straight again till you reach the purple spot	11	[4, 3, 2]	[{and, reach, then, again}, {spot, you, till}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1084	take a turn of one thirty five degrees towards your left	11	[3, 2]	[{of, a, towards}, {one, thirty}]	['take', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{turn}, {degrees}, {five}, {left}, {your}]	['take', 'turn', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1]	['ADP']
1085	and then walk straight walk till you reach the purple spot	11	[4, 3, 2]	[{reach, and, walk, then}, {till, you, spot}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1086	walk straight till you reach the purple spot	8	[2, 3, 2]	[{straight, reach}, {spot, till, you}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1087	take a turn towards your right by an angle of ninety degrees	12	[2, 2, 2]	[{turn, by}, {towards, a}, {of, an}]	['take', 'take', 'by']	[1, 1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{right}, {your}, {angle}, {degrees}, {ninety}]	['turn', 'towards', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1088	and then walk straight after walking for few steps	9	[3, 2]	[{after, then, and}, {walking, straight}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1, 1]	[{for}, {steps}, {few}]	['after', 'walking', 'for']	[1, 1, 1]	['ADP']
1089	take a left turn by an angle of ninety degrees	10	[2, 2]	[{turn, by}, {an, of}]	['take', 'by']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{a}, {left}, {angle}, {degrees}, {ninety}]	['turn', 'take', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1090	and then walk straight again walk till you pass aki	10	[5, 3]	[{pass, again, walk, and, then}, {you, aki, till}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1091	after you have passed aki take few more steps	9	[4, 2, 2]	[{aki, after, have, you}, {passed, steps}, {few, more}]	['take', 'take', 'take']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1092	and then make a left turn by an angle of ninety degrees	12	[3, 2, 2]	[{and, turn, then}, {by, left}, {an, of}]	['make', 'make', 'by']	[1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{a}, {angle}, {degrees}, {ninety}]	['turn', 'turn', 'angle', 'of']	[1, 1, 1, 1]	['ADP']
1093	and then walk straight walk till you reach the purple spot	11	[4, 3, 2]	[{walk, then, reach, and}, {spot, till, you}, {purple, the}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1094	take a turn of forty five degrees towards your left	10	[3]	[{towards, a, of}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {left}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1095	and then walk straight	4	[3]	[{then, straight, and}]	['walk']	[1]	['VERB']	[]	[]	[]	[]	[]
1096	walk till you reach the purple spot	7	[3, 2]	[{you, till, spot}, {the, purple}]	['walk', 'reach']	[1, 1]	['VERB']	[1]	[{reach}]	['walk']	[1]	['VERB']
1097	take a turn of forty five degrees towards your right	10	[3]	[{of, towards, a}]	['take']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{turn}, {degrees}, {forty}, {five}, {right}, {your}]	['take', 'turn', 'degrees', 'of', 'turn', 'towards']	[1, 1, 1, 1, 1, 1]	['ADP']
1098	and then walk straight walk till you reach the purple spot	11	[4, 3, 2]	[{reach, and, walk, then}, {till, you, spot}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1099	walk straight after walking for few steps	7	[2]	[{walking, straight}]	['walk']	[1]	['VERB']	[1, 1, 1, 1]	[{after}, {for}, {steps}, {few}]	['walk', 'after', 'walking', 'for']	[1, 1, 1, 1]	['ADP']
1100	take a left turn by an angle of ninety degrees	10	[2, 2]	[{turn, by}, {an, of}]	['take', 'by']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{a}, {left}, {angle}, {degrees}, {ninety}]	['turn', 'take', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1101	and then walk straight again	5	[4]	[{then, again, and, straight}]	['walk']	[1]	['VERB']	[]	[]	[]	[]	[]
1102	after you have passed aki take few more steps	9	[4, 2, 2]	[{you, after, have, aki}, {passed, steps}, {few, more}]	['take', 'take', 'take']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
1103	and then take a left turn by an angle of ninety degrees	12	[4, 2]	[{turn, then, by, and}, {an, of}]	['take', 'by']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{a}, {left}, {angle}, {degrees}, {ninety}]	['turn', 'take', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1104	walk straight ahead till you reach the purple spot	9	[2, 3, 2]	[{reach, ahead}, {you, till, spot}, {the, purple}]	['walk', 'walk', 'reach']	[1, 1, 1]	['VERB']	[1]	[{straight}]	['walk']	[1]	['VERB']
1105	take a left turn by an angle of ninety degrees	10	[2, 2]	[{by, turn}, {of, an}]	['take', 'by']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{a}, {left}, {angle}, {degrees}, {ninety}]	['turn', 'take', 'take', 'angle', 'of']	[1, 1, 1, 1, 1]	['ADP']
1106	walk straight for few steps	5	[2]	[{straight, for}]	['walk']	[1]	['VERB']	[1, 1]	[{steps}, {few}]	['walk', 'for']	[1, 1]	['ADP']
