	cleaned_inst_segment	index
2859	if you turn ninety degrees to your left	665.0
2860	and go half way to aki you will be on the goal	665.0
2862	the purple goal area is directly behind aki	666.0
2863	you will have to go around aki to get there	666.0
2864	the goal is directly in front of you	666.0
2866	the purple goal area is between you and aki	667.0
2867	it is to akis right hand side	667.0
2868	and is to your also to your right hand side	667.0
2869	if you turn ninety degrees to your right	667.0
2870	and go forward half way to aki you will be in the goal area	667.0
2872	the purple goal area is directly in front of where aki is facing	668.0
2873	it is in front of you	668.0
2874	and diagonally to your right	668.0
2876	the purple goal area is to is on akis right hand side	669.0
2877	you will have to go around aki to get to the goal area	669.0
2878	the goal area is in the direction which you are facing	669.0
2880	the purple goal area is to akis left hand side	670.0
2881	it is diagonally in front of you	670.0
2882	and to your right	670.0
2884	the purple goal area is between you and aki	671.0
2885	it is in front of aki	671.0
2886	and it is to your left hand side	671.0
2887	it is half way between both of you	671.0
2889	the purple goal area is to akis right hand side	672.0
2890	it is diagonally behind you	672.0
2891	and to your left	672.0
2893	the purple goal area is in front of where aki is facing	673.0
2894	it is directly behind where you are facing	673.0
2895	you will have to go around aki to get to the goal area	673.0
2897	the purple goal area is on akis left hand side	674.0
2898	it is directly in the direction which you are facing	674.0
2899	but you will have to go around aki to get to the goal area	674.0
2901	the purple goal area is in front of aki	675.0
2902	it is diagonally to your left	675.0
2903	and in front of you	675.0
2905	the purple goal area is in the same place that it was in the previous room	676.0
2906	room number twenty six it is on the left hand side of aki	676.0
2907	and it is in front of you	676.0
2908	and diagonally to your left	676.0
2909	the purple goal area is directly in front of aki	677.0
2910	it is behind you	677.0
2911	and to your right diagonally	677.0
2913	the purple goal area is behind aki	678.0
2914	it is to your left	678.0
2915	and in front of you diagonally	678.0
2917	the purple goal area is behind aki	679.0
2918	it is diagonally in front of you	679.0
2919	and to the left	679.0
2921	the purple goal area is on the left hand side of aki	680.0
2922	it is in front of you	680.0
2923	and diagonally to the right	680.0
2925	the purple goal area is behind aki	681.0
2926	it is to your right ninety degrees	681.0
2927	you will have to maneuver around aki to get to the goal area	681.0
2929	the purple goal area is in the direction which aki is facing	682.0
2930	it is to your right hand side	682.0
2931	and diagonally behind you	682.0
2933	the purple goal area is exactly between you and aki	683.0
2934	it is to his left hand side	683.0
2935	and to your right hand side	683.0
2936	turn ninety degrees to your right	683.0
2937	and go half way to aki and you will be on the goal area	683.0
2939	the purple goal area is in the direction in which both you and aki are facing	684.0
2940	you will have to go around aki to get to the goal	684.0
2942	the purple goal area is exactly between you and aki	685.0
2943	it is directly behind aki	685.0
2944	and it is to your left	685.0
2945	you should turn ninety degrees to your left	685.0
2946	go straight forward half way to aki and you will be at the goal	685.0
2948	the purple goal area is to akis left hand side	686.0
2949	it is on your right hand side	686.0
2950	you will have to go around aki to get to the goal	686.0
2952	the purple goal area is directly behind aki	687.0
2953	it is behind you	687.0
2954	and diagonally to your left	687.0
2956	the purple goal area is between you and aki	688.0
2957	turn one hundred and eighty degrees around	688.0
2958	go forward half way to aki and you will be at the goal	688.0
2960	the purple goal area is directly in the direction which aki is facing	689.0
2961	it is in front of you	689.0
2962	and diagonally to your right	689.0
2964	the purple goal area is between you and aki	690.0
2965	it is on akis right hand side	690.0
2966	and is directly in the direction in which you are facing	690.0
2967	if you go half way to aki you will be at the goal	690.0
2969	the purple goal area is again between you and aki	691.0
2970	it is on akis left hand side	691.0
2971	and is directly behind you	691.0
2972	it is half way to aki	691.0
2974	the purple goal area is on the left hand side of both you and aki	692.0
2975	it is directly ninety degrees to your left	692.0
2976	but you will have to go around aki to get to the goal	692.0
2978	the purple goal area is exactly on akis right hand side	693.0
2979	it is behind you	693.0
2980	and diagonally to your right	693.0
2982	the purple goal area is on akis right hand side	694.0
2983	it is directly behind you	694.0
2984	you will have to maneuver around aki to get to the goal	694.0
2986	the purple goal area is exactly between you and aki	695.0
2987	go forward halfway to aki and you will be at the goal	695.0
2989	the purple goal area is on the right hand side of aki	696.0
2990	it is in front of you	696.0
2991	and diagonally to your left	696.0
2993	the purple goal area is on the right hand side of aki	697.0
2994	it is diagonally to your right	697.0
2995	and in front of you	697.0
2997	the goal area is behind aki	698.0
2998	it is behind you	698.0
2999	and diagonally to your right	698.0
3001	the purple goal area is directly behind both you and aki	699.0
3002	it is one hundred	699.0
3003	you will have to turn around one hundred and eighty degrees to face the goal	699.0
3004	but you will have to go around aki to get there	699.0
3005	the purple goal area is on the right hand side of aki	700.0
3006	it is in front of you	700.0
3007	and diagonally to your right	700.0
3009	the purple goal area is exactly between you and aki	701.0
3010	it is on akis left hand side	701.0
3011	and is directly in front of you	701.0
3012	go half way towards aki and you will be on the goal	701.0
3014	the purple goal area is on the right hand side of both you and aki	702.0
3015	it is ninety degrees to your right	702.0
3016	but you will have to maneuver around aki to get to the goal	702.0
3018	the purple goal area is directly in front of aki	703.0
3019	it is in front of you	703.0
3020	and diagonally to your right	703.0
3022	the purple goal area is exactly between you and aki	704.0
3023	it is on akis left hand side	704.0
3024	and also on your left hand side	704.0
3025	turn ninety degrees to your left	704.0
3026	go half way to aki and you will be at the goal	704.0
3028	the purple goal area is directly in the direction which aki is facing	705.0
3029	it is in front of you	705.0
3030	and diagonally to your left	705.0
3032	the purple goal area is to akis right hand side	706.0
3033	it is on your left hand side	706.0
3034	if you turn ninety degrees to your left you will be facing the goal area	706.0
3035	but you will have to go around aki to get there	706.0
3037	the purple goal area is in front of aki	707.0
3038	it is directly to your right	707.0
3039	but you will have to go around aki to get to the goal	707.0
3041	the purple goal area is on akis right hand side	708.0
3042	it is behind you	708.0
3043	and diagonally to your right	708.0
3045	the purple goal area is directly behind aki	709.0
3046	it is behind you	709.0
3047	and diagonally to your right	709.0
3049	the purple goal area is directly to akis left hand side	710.0
3050	it is in front of you	710.0
3051	and diagonally to your left	710.0
3053	the purple goal area is directly in the direction in which aki is facing	711.0
3054	it is behind you	711.0
3055	and diagonally to your left	711.0
3057	the purple goal area is exactly between you and aki	712.0
3058	it is in front of aki	712.0
3059	and it is ninety degrees to your right if you turn ninety degrees to the right	712.0
3060	and go half way to aki you will be at the goal	712.0
3062	the purple goal area is again exactly between you and aki	713.0
3063	it is in front of aki	713.0
3064	and directly behind you turn around one hundred eighty degrees	713.0
3065	go half way towards aki and you will be on the goal	713.0
3067	mok mok you are in room one	714.0
3068	move ahead	714.0
3069	and turn to your right	714.0
3070	when you see the blue dot on the same line just move ahead and that is your destination	714.0
3071	when you reach your destination you will find aki to your right	714.0
3073	mok you can find aki exactly opposite to you	715.0
3074	move close to aki	715.0
3075	when you are pretty close to aki	715.0
3076	then take a left	715.0
3077	then turn right again	715.0
3078	move a little bit	715.0
3079	then turn again right	715.0
3080	you will see the blue dot which is your destination just move to it	715.0
3082	mok move ahead a little bit	716.0
3083	then turn to your left	716.0
3084	then go straight till you cross till you find aki to your left	716.0
3085	then move ahead follow your straight path	716.0
3086	then again turn left	716.0
3087	you will find a blue dot on the same line in which you will stand	716.0
3088	so just go reach that blue dot	716.0
3090	mok you are in room four	717.0
3091	you just need to do the opposite thing of the way you did in room three	717.0
3092	you just need to move ahead a little bit	717.0
3093	then turn to your right	717.0
3094	then go straight	717.0
3095	you will find aki to your right a little far away from you	717.0
3096	then cross aki	717.0
3097	then turn right again	717.0
3098	then move straight to the blue dot which is your destination	717.0
3100	mok you are in room five turn right	718.0
3101	move little bit	718.0
3102	then again turn right	718.0
3103	move ahead move in the straight line	718.0
3104	you will cross you will find aki to your right little far away from you	718.0
3105	continue your straight line path	719.0
3106	till you find the blue destination dot to your right	719.0
3107	and then again turn right 	719.0
3108	 and move towards the blue destination dot 	719.0
3109	 mok turn to your left 	720.0
3110	 and move straight you will find the blue destination dot 	720.0
3112	 mok you are in room seven	721.0
