trans_info	Unnamed: 2	instruction_segment	instruction_segment.1	Instruction	Instruction2
512	a50.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
512	a50.trans	 and move over three robot positions 	and move over three robot positions	 and move over three robot positions 	[' and move over three robot positions ']
	a50.trans				
513	a51.trans	 move forward till you're beside Aki 	move forward till you're beside Aki	""" move forward till youre beside Aki """	"['"" move forward till youre beside Aki ""']"
513	a51.trans	 turn towards the wall 	turn towards the wall	 turn towards the wall 	[' turn towards the wall ']
513	a51.trans	 and roll forward one robot position 	and roll forward one robot position	 and roll forward one robot position 	[' and roll forward one robot position ']
	a51.trans				
514	a52.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
514	a52.trans	 and roll half the distance between you and Aki 	and roll half the distance between you and Aki	 and roll half the distance between you and Aki 	[' and roll half the distance between you and Aki ']
	a52.trans				
515	a53.trans	 roll towards Aki 	roll towards Aki	 roll towards Aki 	[' roll towards Aki ']
515	a53.trans	 turn to the left 	turn to the left	 turn to the left 	[' turn to the left ']
515	a53.trans	 and move towards the wall one robot position 	and move towards the wall one robot position	 and move towards the wall one robot position 	[' and move towards the wall one robot position ']
	a53.trans				
516	a54.trans	 roll half the distance between you and Aki 	roll half the distance between you and Aki	 roll half the distance between you and Aki 	[' roll half the distance between you and Aki ']
	a54.trans				
517	a55.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
517	a55.trans	 roll forward one robot position 	roll forward one robot position	 roll forward one robot position 	[' roll forward one robot position ']
517	a55.trans	 turn to the right wall 	turn to the right wall	 turn to the right wall 	[' turn to the right wall ']
517	a55.trans	 and move forward four robot positions 	and move forward four robot positions	 and move forward four robot positions 	[' and move forward four robot positions ']
517	a55.trans	you should be lined up side by side by Aki	you should be lined up side by side by Aki	you should be lined up side by side by Aki	['you should be lined up side by side by Aki']
517	a56.trans	 roll back two robot positions 	roll back two robot positions	 roll back two robot positions 	[' roll back two robot positions ']
517	a56.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
517	a56.trans	 and then roll backwards three robot positions 	and then roll backwards three robot positions	and then roll backwards three robot positions 	['and then roll backwards three robot positions ']
	a56.trans				
518	a57.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
518	a57.trans	 roll forward two robot positions 	roll forward two robot positions	 roll forward two robot positions 	[' roll forward two robot positions ']
518	a57.trans	 turn a ninety degrees again 	turn a ninety degrees again	 turn a ninety degrees again 	[' turn a ninety degrees again ']
518	a57.trans	 and then roll forward four robot positions 	and then roll forward four robot positions	and then roll forward four robot positions 	['and then roll forward four robot positions ']
	a57.trans				
519	a58.trans	 turn ninety degrees to the left 	turn ninety degrees to the left	 turn ninety degrees to the left 	[' turn ninety degrees to the left ']
519	a58.trans	 and roll forwards six robot positions 	and roll forwards six robot positions	 and roll forwards six robot positions 	[' and roll forwards six robot positions ']
	a58.trans				
520	a59.trans	 move beside Aki on his furthest side facing in the same direction 	move beside Aki on his furthest side facing in the same direction	 move beside Aki on his furthest side facing in the same direction 	[' move beside Aki on his furthest side facing in the same direction ']
520	a59.trans	 and then move over towards the wall one robot position 	and then move over towards the wall one robot position	and then move over towards the wall one robot position 	['and then move over towards the wall one robot position ']
	a59.trans				
521	a60.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
521	a60.trans	 and go half way of the distance between you and Aki 	and go half way of the distance between you and Aki	 and go half way of the distance between you and Aki 	[' and go half way of the distance between you and Aki ']
	a60.trans				
522	a61.trans	 roll forward one robot position 	roll forward one robot position	 roll forward one robot position 	[' roll forward one robot position ']
522	a61.trans	 turn ninety degrees to the left 	turn ninety degrees to the left	 turn ninety degrees to the left 	[' turn ninety degrees to the left ']
522	a61.trans	 and then move seven robot positions forward 	and then move seven robot positions forward	and then move seven robot positions forward 	['and then move seven robot positions forward ']
522	a61.trans	 turn ninety degrees again towards the wall 	turn ninety degrees again towards the wall	 turn ninety degrees again towards the wall 	[' turn ninety degrees again towards the wall ']
522	a61.trans	 and move one robot position forward 	and move one robot position forward	 and move one robot position forward 	[' and move one robot position forward ']
	a61.trans				
523	a62.trans	 turn ninety degrees 	turn ninety degrees	 turn ninety degrees 	[' turn ninety degrees ']
523	a62.trans	 roll forward one robot position 	roll forward one robot position	 roll forward one robot position 	[' roll forward one robot position ']
523	a62.trans	 turn ninety degrees towards the right wall 	turn ninety degrees towards the right wall	 turn ninety degrees towards the right wall 	[' turn ninety degrees towards the right wall ']
523	a62.trans	 and roll again forward five robot positions 	and roll again forward five robot positions	 and roll again forward five robot positions 	[' and roll again forward five robot positions ']
	a62.trans				
524	a63.trans	 turn around so you face Aki 	turn around so you face Aki	 turn around so you face Aki 	[' turn around so you face Aki ']
524	a63.trans	 and roll half the distance separating the two of you 	and roll half the distance separating the two of you	 and roll half the distance separating the two of you 	[' and roll half the distance separating the two of you ']
	a63.trans				
525	a64.trans	 rotate so you're facing Aki 	rotate so you're facing Aki	""" rotate so youre facing Aki """	"['"" rotate so youre facing Aki ""']"
525	a64.trans	 move forward four robot positions 	move forward four robot positions	 move forward four robot positions 	[' move forward four robot positions ']
	a64.trans				
526	a01.trans	 go straight forward till you reach the purple destination 	go straight forward till you reach the purple destination	 go straight forward till you reach the purple destination 	[' go straight forward till you reach the purple destination ']
	a01.trans				
527	a02.trans	 go backwards then stop 	go backwards then stop	 go backwards, stop 	[' go backwards
527	a02.trans	 go backwards then stop 	go backwards then stop	 go backwards, stop 	 stop ']
527	a02.trans	 turn right 	turn right	 turn right 	[' turn right ']
527	a02.trans	 and move forwards 	and move forwards	 and move forwards 	[' and move forwards ']
	a02.trans				
528	a03.trans	 go forwards till you reach aki 	go forwards till you reach aki	 go forwards till you reach aki 	[' go forwards till you reach aki ']
528	a03.trans	 then turn left 	then turn left	and then turn left 	['and then turn left ']
528	a03.trans	 and proceed straight ahead to the target 	and proceed straight ahead to the target	 and proceed straight ahead to the target 	[' and proceed straight ahead to the target ']
	a03.trans				
529	a04.trans	 back up slowly till you reach the target 	back up slowly till you reach the target	 back up slowly till you reach the target 	[' back up slowly till you reach the target ']
	a04.trans				
530	a05.trans	 turn ninety degrees to the left 	turn ninety degrees to the left	 turn ninety degrees to the left 	[' turn ninety degrees to the left ']
530	a05.trans	 then go straight stop 	then go straight stop	and then go straight stop 	['and then go straight stop ']
