	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP	index	depSum_p	depSum_k	headSum_p	headSum_k	cohesion	cohesion_norm	ifmt	inst_len	ifmt_norm
1420	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	411.0	3	2	3	1	-1	-0.17	7.0	21.0	0.33
1421	walk one robot unit forward	5	[2, 2]	[{forward, unit}, {robot, one}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	411.0	0	4	0	2	4	0.8	6.0	26.0	0.23
1422	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	411.0	3	2	3	1	-1	-0.17	7.0	11.0	0.64
1423	and walk roughly two more feet	6	[2, 2]	[{and, feet}, {more, roughly}]	['walk', 'feet']	[1, 1]	['NOUN']	[1]	[{two}]	['walk']	[1]	['VERB']	412.0	1	4	1	2	3	0.5	-1.0	8.0	-0.12
1424	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	412.0	3	2	3	1	-1	-0.17	13.0	35.0	0.37
1425	walk up to aki	4	[2]	[{up, to}]	['walk']	[1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	413.0	1	2	1	1	1	0.25	4.0	27.0	0.15
1426	turn ninety degrees to your right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	413.0	3	2	3	1	-1	-0.17	5.0	19.0	0.26
1427	move one robot unit forward	5	[2, 2]	[{forward, unit}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	414.0	0	4	0	2	4	0.8	2.0	18.0	0.11
1428	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	414.0	3	2	3	1	-1	-0.17	4.0	14.0	0.29
1429	move one robot unit forward	5	[2, 2]	[{unit, forward}, {one, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	415.0	0	4	0	2	4	0.8	23.0	34.0	0.68
1430	turn ninety degrees to the right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	416.0	3	2	3	1	-1	-0.17	4.0	25.0	0.16
1431	and walk roughly another two feet	6	[2, 3]	[{feet, and}, {two, roughly, another}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	416.0	0	5	0	2	5	0.83	-1.0	17.0	-0.06
1432	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	417.0	3	2	3	1	-1	-0.17	2.0	18.0	0.11
1433	walk half the distance to aki	6	[2, 2]	[{to, distance}, {the, half}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	417.0	1	4	1	2	3	0.5	11.0	25.0	0.44
1434	turn a hundred and eighty degrees	6	[2, 2]	[{eighty, and}, {hundred, a}]	['degrees', 'turn']	[1, 1]	['VERB']	[1]	[{degrees}]	['turn']	[1]	['VERB']	417.0	1	4	1	2	3	0.5	0.0	15.0	0.0
1435	and then walk half the distance to aki	8	[4, 2]	[{and, then, to, distance}, {the, half}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	418.0	1	6	1	2	5	0.62	6.0	14.0	0.43
1436	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	418.0	3	2	3	1	-1	-0.17	0.0	12.0	0.0
1437	and then walk half the distance to aki	8	[4, 2]	[{and, distance, to, then}, {half, the}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	418.0	1	6	1	2	5	0.62	3.0	21.0	0.14
1438	walk half the distance to aki	6	[2, 2]	[{to, distance}, {half, the}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	418.0	1	4	1	2	3	0.5	6.0	26.0	0.23
1439	turn ninety degrees to your right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	419.0	3	2	3	1	-1	-0.17	-2.0	19.0	-0.11
1440	and walk half the distance to aki	7	[3, 2]	[{to, distance, and}, {half, the}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	419.0	1	5	1	2	4	0.57	11.0	22.0	0.5
1441	walk roughly four feet three and a half to four feet forward	12	[4, 3]	[{feet, and, four, three}, {a, to, half}]	['forward', 'feet']	[1, 1]	['NOUN']	[1, 1, 1, 1]	[{forward}, {roughly}, {four}, {feet}]	['walk', 'feet', 'feet', 'walk']	[1, 1, 1, 1]	['VERB']	419.0	4	7	4	2	3	0.25	4.0	11.0	0.36
1442	turn ninety degrees to your right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	419.0	3	2	3	1	-1	-0.17	5.0	13.0	0.38
1443	and walk five feet	4	[2]	[{feet, and}]	['walk']	[1]	['VERB']	[1]	[{five}]	['walk']	[1]	['VERB']	419.0	1	2	1	1	1	0.25	4.0	11.0	0.36
1444	turn a hundred and eighty degrees	6	[2, 2]	[{eighty, and}, {hundred, a}]	['degrees', 'turn']	[1, 1]	['VERB']	[1]	[{degrees}]	['turn']	[1]	['VERB']	419.0	1	4	1	2	3	0.5	1.0	6.0	0.17
1445	walk roughly three and a half to four feet	9	[3, 3]	[{four, and, roughly}, {half, to, a}]	['feet', 'three']	[1, 1]	['NUM']	[1, 1]	[{feet}, {three}]	['walk', 'walk']	[1, 1]	['VERB']	419.0	2	6	2	2	4	0.44	6.0	17.0	0.35
1446	then turn ninety degrees to your left	7	[3]	[{degrees, to, then}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	419.0	3	3	3	1	0	0.0	-1.0	8.0	-0.12
1447	and walk five feet	4	[2]	[{feet, and}]	['walk']	[1]	['VERB']	[1]	[{five}]	['walk']	[1]	['VERB']	420.0	1	2	1	1	1	0.25	4.0	12.0	0.33
1448	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	420.0	3	2	3	1	-1	-0.17	4.0	21.0	0.19
1449	walk to the side of aki	6	[2]	[{the, of}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {side}, {aki}]	['walk', 'walk', 'side']	[1, 1, 1]	['NOUN']	420.0	3	2	3	1	-1	-0.17	-1.0	7.0	-0.14
1450	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	420.0	3	2	3	1	-1	-0.17	8.0	21.0	0.38
1451	move forward one robot width	5	[2, 2]	[{width, forward}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	420.0	0	4	0	2	4	0.8	0.0	19.0	0.0
1452	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	420.0	3	2	3	1	-1	-0.17	7.0	18.0	0.39
1453	move forward one robot width	5	[2, 2]	[{forward, width}, {one, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	420.0	0	4	0	2	4	0.8	0.0	37.0	0.0
1454	turn ninety degrees to the right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	421.0	3	2	3	1	-1	-0.17	2.0	15.0	0.13
1455	and walk roughly another two two and a half feet	10	[2, 5]	[{feet, and}, {and, two, another, half, roughly}]	['walk', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {two}]	['two', 'walk']	[1, 1]	['VERB']	421.0	2	7	2	2	5	0.5	5.0	14.0	0.36
1456	turn a hundred and eighty degrees	6	[2, 2]	[{eighty, and}, {hundred, a}]	['degrees', 'turn']	[1, 1]	['VERB']	[1]	[{degrees}]	['turn']	[1]	['VERB']	422.0	1	4	1	2	3	0.5	-2.0	27.0	-0.07
1457	walk forward one robot width	5	[2, 2]	[{width, forward}, {robot, one}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	422.0	0	4	0	2	4	0.8	11.0	25.0	0.44
1458	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	422.0	3	2	3	1	-1	-0.17	13.0	45.0	0.29
1459	then walk up to the side of aki	8	[3, 2]	[{to, up, then}, {the, of}]	['walk', 'to']	[1, 1]	['ADP']	[1, 1]	[{side}, {aki}]	['walk', 'side']	[1, 1]	['NOUN']	422.0	2	5	2	2	3	0.38	14.0	25.0	0.56
1460	then walk another two feet	5	[2, 2]	[{then, feet}, {two, another}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	422.0	0	4	0	2	4	0.8	7.0	20.0	0.35
1461	and turn ninety degrees to your left	7	[3]	[{to, and, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	422.0	3	3	3	1	0	0.0	8.0	17.0	0.47
1462	and walk another roughly foot half a foot	8	[2, 2]	[{and, foot}, {another, roughly}]	['walk', 'half']	[1, 1]	['ADJ']	[1, 1, 1]	[{foot}, {half}, {a}]	['a', 'foot', 'walk']	[1, 1, 1]	['VERB']	423.0	3	4	3	2	1	0.12	3.0	16.0	0.19
1463	turn about ninety five to a hundred degrees to your right	11	[3, 3]	[{degrees, about, to}, {a, to, five}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1, 1, 1, 1]	[{ninety}, {hundred}, {right}, {your}]	['hundred', 'turn', 'turn', 'to']	[1, 1, 1, 1]	['ADP']	423.0	4	6	4	2	2	0.18	1.0	32.0	0.03
1464	and then move forward half the distance to aki	9	[5, 2]	[{forward, then, and, to, distance}, {the, half}]	['move', 'move']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']	423.0	1	7	1	2	6	0.67	5.0	14.0	0.36
1465	move forward one robot width	5	[2, 2]	[{forward, width}, {one, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	423.0	0	4	0	2	4	0.8	1.0	16.0	0.06
1466	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	424.0	3	2	3	1	-1	-0.17	8.0	38.0	0.21
1467	walk beside aki	3	[]	[]	[]	[]	[]	[1, 1]	[{beside}, {aki}]	['walk', 'walk']	[1, 1]	['VERB']	424.0	2	0	2	0	-2	-0.67	-2.0	26.0	-0.08
1468	proceed an additional three robot lengths	6	[4]	[{three, robot, an, additional}]	['proceed']	[1]	['VERB']	[1]	[{lengths}]	['proceed']	[1]	['VERB']	425.0	1	4	1	1	3	0.5	1.0	15.0	0.07
1469	then turn ninety degrees to your right	7	[3]	[{to, degrees, then}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	425.0	3	3	3	1	0	0.0	0.0	10.0	0.0
1470	and move forward one robot length	6	[3, 2]	[{and, length, forward}, {one, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	425.0	0	5	0	2	5	0.83	-1.0	16.0	-0.06
1471	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	425.0	3	2	3	1	-1	-0.17	5.0	14.0	0.36
1472	walk roughly four robot lengths forward	6	[2, 2]	[{lengths, forward}, {robot, four}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{roughly}]	['lengths']	[1]	['NOUN']	425.0	1	4	1	2	3	0.5	0.0	19.0	0.0
1473	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	425.0	3	2	3	1	-1	-0.17	1.0	20.0	0.05
1474	and walk five feet plus the width of a robot	10	[2, 3, 2]	[{feet, and}, {plus, five, width}, {of, the}]	['walk', 'walk', 'feet']	[1, 1, 1]	['NOUN']	[1, 1]	[{robot}, {a}]	['width', 'of']	[1, 1]	['ADP']	425.0	2	7	2	3	5	0.5	1.0	6.0	0.17
1475	turn a hundred and eighty degrees	6	[2, 2]	[{and, eighty}, {hundred, a}]	['degrees', 'turn']	[1, 1]	['VERB']	[1]	[{degrees}]	['turn']	[1]	['VERB']	425.0	1	4	1	2	3	0.5	0.0	10.0	0.0
1476	and walk half the distance to aki	7	[3, 2]	[{distance, to, and}, {half, the}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	426.0	1	5	1	2	4	0.57	2.0	10.0	0.2
1477	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	426.0	3	2	3	1	-1	-0.17	-3.0	12.0	-0.25
1478	walk to the side of aki	6	[2]	[{the, of}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {side}, {aki}]	['walk', 'walk', 'side']	[1, 1, 1]	['NOUN']	426.0	3	2	3	1	-1	-0.17	5.0	23.0	0.22
1479	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	426.0	3	2	3	1	-1	-0.17	2.0	5.0	0.4
1480	move one robot width forward	5	[2]	[{one, width}]	['move']	[1]	['VERB']	[1, 1]	[{robot}, {forward}]	['move', 'robot']	[1, 1]	['NOUN']	426.0	2	2	2	1	0	0.0	-4.0	6.0	-0.67
1481	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	426.0	3	2	3	1	-1	-0.17	3.0	11.0	0.27
1482	move one robot width forward	5	[2]	[{width, one}]	['move']	[1]	['VERB']	[1, 1]	[{robot}, {forward}]	['move', 'robot']	[1, 1]	['NOUN']	426.0	2	2	2	1	0	0.0	-1.0	9.0	-0.11
1483	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	427.0	3	2	3	1	-1	-0.17	3.0	28.0	0.11
1484	and continue for another roughly two feet	7	[2, 2]	[{for, and}, {two, another}]	['continue', 'for']	[1, 1]	['ADP']	[1, 1]	[{feet}, {roughly}]	['continue', 'feet']	[1, 1]	['NOUN']	427.0	2	4	2	2	2	0.29	4.0	21.0	0.19
1485	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	427.0	3	2	3	1	-1	-0.17	3.0	16.0	0.19
1486	move forward one robot length	5	[2, 2]	[{forward, length}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	427.0	0	4	0	2	4	0.8	0.0	5.0	0.0
1487	then turn ninety degrees to your left	7	[3]	[{then, to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	427.0	3	3	3	1	0	0.0	2.0	10.0	0.2
1488	and then walk to the side of aki	8	[3, 2]	[{to, and, then}, {the, of}]	['walk', 'to']	[1, 1]	['ADP']	[1, 1]	[{side}, {aki}]	['walk', 'side']	[1, 1]	['NOUN']	427.0	2	5	2	2	3	0.38	2.0	17.0	0.12
1489	and then continue another three robot lengths	7	[3, 3]	[{and, lengths, then}, {robot, another, three}]	['continue', 'continue']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	427.0	0	6	0	2	6	0.86	0.0	14.0	0.0
1490	and then turn ninety degrees to your left	8	[4]	[{degrees, then, and, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	427.0	3	4	3	1	1	0.12	9.0	30.0	0.3
1491	and then continue about half a robot length	8	[3, 3]	[{length, then, and}, {a, half, robot}]	['continue', 'continue']	[1, 1]	['VERB']	[1]	[{about}]	['length']	[1]	['NOUN']	428.0	1	6	1	2	5	0.62	6.0	14.0	0.43
1492	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	428.0	3	2	3	1	-1	-0.17	9.0	15.0	0.6
1493	walk to the side of aki	6	[2]	[{the, of}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {side}, {aki}]	['walk', 'walk', 'side']	[1, 1, 1]	['NOUN']	428.0	3	2	3	1	-1	-0.17	4.0	10.0	0.4
1494	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	429.0	3	2	3	1	-1	-0.17	4.0	9.0	0.44
1495	move forward one robot width	5	[2, 2]	[{width, forward}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	429.0	0	4	0	2	4	0.8	2.0	12.0	0.17
1496	move to the right turn right ninety degrees to your right	11	[2, 3]	[{to, degrees}, {to, right, ninety}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {the}, {right}, {right}, {your}]	['move', 'turn', 'to', 'degrees', 'to']	[1, 1, 1, 1, 1]	['ADP']	429.0	5	5	5	2	0	0.0	1.0	14.0	0.07
1497	move one robot width to the right	7	[2, 2]	[{width, to}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	429.0	2	4	2	2	2	0.29	11.0	26.0	0.42
1498	turn ninety degrees to the left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	429.0	3	2	3	1	-1	-0.17	7.0	20.0	0.35
1499	and then walk another roughly two feet	7	[3, 2]	[{then, feet, and}, {another, two}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{roughly}]	['feet']	[1]	['NOUN']	430.0	1	5	1	2	4	0.57	4.0	16.0	0.25
1500	move forward three robot lengths	5	[2, 2]	[{lengths, forward}, {three, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	430.0	0	4	0	2	4	0.8	1.0	15.0	0.07
1501	turn ninety degrees to the left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	431.0	3	2	3	1	-1	-0.17	1.0	4.0	0.25
1502	and walk till you are parallel with akis front	9	[2, 4]	[{and, parallel}, {till, are, you, with}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1]	[{front}, {akis}]	['parallel', 'with']	[1, 1]	['ADP']	431.0	2	6	2	2	4	0.44	6.0	14.0	0.43
1503	walk forward to the side of aki	7	[2, 2]	[{forward, to}, {the, of}]	['walk', 'to']	[1, 1]	['ADP']	[1, 1]	[{side}, {aki}]	['walk', 'side']	[1, 1]	['NOUN']	431.0	2	4	2	2	2	0.29	2.0	12.0	0.17
1504	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	431.0	3	2	3	1	-1	-0.17	3.0	14.0	0.21
1505	and walk roughly four three or four robot lengths	9	[2, 2, 3]	[{lengths, and}, {four, or}, {three, robot, four}]	['walk', 'lengths', 'walk']	[1, 1, 1]	['VERB']	[1]	[{roughly}]	['lengths']	[1]	['NOUN']	431.0	1	7	1	3	6	0.67	2.0	7.0	0.29
1506	then turn ninety degrees to your right	7	[3]	[{then, degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	432.0	3	3	3	1	0	0.0	7.0	19.0	0.37
1507	and move forward one robot length	6	[3, 2]	[{length, forward, and}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	432.0	0	5	0	2	5	0.83	3.0	6.0	0.5
1508	turn ninety degrees to the left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	432.0	3	2	3	1	-1	-0.17	7.0	19.0	0.37
1509	and walk half the distance towards aki	7	[2, 3]	[{and, distance}, {half, the, towards}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['distance']	[1]	['NOUN']	432.0	1	5	1	2	4	0.57	1.0	6.0	0.17
1510	walk forward one robot width	5	[2, 2]	[{width, forward}, {robot, one}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	432.0	0	4	0	2	4	0.8	4.0	9.0	0.44
1511	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	432.0	3	2	3	1	-1	-0.17	3.0	11.0	0.27
1512	and then walk forward roughly eight feet	7	[4]	[{forward, then, and, feet}]	['walk']	[1]	['VERB']	[1, 1]	[{roughly}, {eight}]	['feet', 'walk']	[1, 1]	['VERB']	432.0	2	4	2	1	2	0.29	5.0	11.0	0.45
1513	and then turn ninety degrees to your left	8	[4]	[{to, degrees, then, and}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	432.0	3	4	3	1	1	0.12	2.0	15.0	0.13
1514	and walk forward one robot width	6	[3, 2]	[{and, width, forward}, {one, robot}]	['walk', 'walk']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	433.0	0	5	0	2	5	0.83	2.0	16.0	0.12
1515	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	433.0	3	2	3	1	-1	-0.17	9.0	24.0	0.38
1516	walk to the face of aki	6	[2]	[{of, the}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {face}, {aki}]	['walk', 'walk', 'face']	[1, 1, 1]	['NOUN']	434.0	3	2	3	1	-1	-0.17	4.0	9.0	0.44
1517	turn ninety degrees to your left	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	434.0	3	2	3	1	-1	-0.17	3.0	15.0	0.2
1518	and move one robot space forward	6	[3, 2]	[{space, and, forward}, {robot, one}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	434.0	0	5	0	2	5	0.83	5.0	16.0	0.31
1519	turn ninety degrees to your right	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	434.0	3	2	3	1	-1	-0.17	4.0	10.0	0.4
1520	and move one robot space forward	6	[3, 2]	[{space, forward, and}, {one, robot}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	434.0	0	5	0	2	5	0.83	3.0	9.0	0.33
1521	and then turn ninety degrees to your left	8	[4]	[{then, and, to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	434.0	3	4	3	1	1	0.12	4.0	16.0	0.25
1522	and then move another roughly foot or two	8	[3, 4]	[{foot, then, and}, {two, roughly, or, another}]	['move', 'move']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	435.0	0	7	0	2	7	0.88	9.0	15.0	0.6
1523	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	435.0	3	2	3	1	-1	-0.17	5.0	18.0	0.28
1524	and walk half the distance to aki	7	[3, 2]	[{and, distance, to}, {half, the}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{aki}]	['walk']	[1]	['VERB']	436.0	1	5	1	2	4	0.57	3.0	11.0	0.27
1525	turn ninety degrees to your right	6	[2]	[{to, degrees}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	436.0	3	2	3	1	-1	-0.17	5.0	13.0	0.38
1526	walk to the face of aki	6	[2]	[{of, the}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {face}, {aki}]	['walk', 'walk', 'face']	[1, 1, 1]	['NOUN']	437.0	3	2	3	1	-1	-0.17	11.0	33.0	0.33
1527	turn ninety degrees to your left	6	[2]	[{degrees, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {left}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	437.0	3	2	3	1	-1	-0.17	13.0	24.0	0.54
1528	walk roughly three robot units forward	6	[2, 2]	[{forward, units}, {three, robot}]	['walk', 'walk']	[1, 1]	['VERB']	[1]	[{roughly}]	['units']	[1]	['NOUN']	437.0	1	4	1	2	3	0.5	0.0	12.0	0.0
